merchant_name,slug,mcc_code,mcc_description,category
Dunkin' - Austin,dunkin-austin,5814,Fast Food Restaurants,dining
Dunkin' - Bakersfield,dunkin-bakersfield,5814,Fast Food Restaurants,dining
Dunkin' - Baltimore,dunkin-baltimore,5814,Fast Food Restaurants,dining
Dunkin' - Boston,dunkin-boston,5814,Fast Food Restaurants,dining
Dunkin' - Buffalo,dunkin-buffalo,5814,Fast Food Restaurants,dining
Dunkin' - Charlotte,dunkin-charlotte,5814,Fast Food Restaurants,dining
Dunkin' - Chicago,dunkin-chicago,5814,Fast Food Restaurants,dining
Dunkin' - Chula Vista,dunkin-chula-vista,5814,Fast Food Restaurants,dining
Dunkin' - Cincinnati,dunkin-cincinnati,5814,Fast Food Restaurants,dining
Dunkin' - Colorado Springs,dunkin-colorado-springs,5814,Fast Food Restaurants,dining
Dunkin' - Columbus,dunkin-columbus,5814,Fast Food Restaurants,dining
Dunkin' - Corpus Christi,dunkin-corpus-christi,5814,Fast Food Restaurants,dining
Dunkin' - Dallas,dunkin-dallas,5814,Fast Food Restaurants,dining
Dunkin' - Denver,dunkin-denver,5814,Fast Food Restaurants,dining
Dunkin' - Durham,dunkin-durham,5814,Fast Food Restaurants,dining
Dunkin' - El Paso,dunkin-el-paso,5814,Fast Food Restaurants,dining
Dunkin' - Fort Wayne,dunkin-fort-wayne,5814,Fast Food Restaurants,dining
Dunkin' - Fort Worth,dunkin-fort-worth,5814,Fast Food Restaurants,dining
Dunkin' - Fresno,dunkin-fresno,5814,Fast Food Restaurants,dining
Dunkin' - Garland,dunkin-garland,5814,Fast Food Restaurants,dining
Dunkin' - Glendale,dunkin-glendale,5814,Fast Food Restaurants,dining
Dunkin' - Greensboro,dunkin-greensboro,5814,Fast Food Restaurants,dining
Dunkin' - Henderson,dunkin-henderson,5814,Fast Food Restaurants,dining
Dunkin' - Honolulu,dunkin-honolulu,5814,Fast Food Restaurants,dining
Dunkin' - Houston,dunkin-houston,5814,Fast Food Restaurants,dining
Dunkin' - Indianapolis,dunkin-indianapolis,5814,Fast Food Restaurants,dining
Dunkin' - Jacksonville,dunkin-jacksonville,5814,Fast Food Restaurants,dining
Dunkin' - Jersey City,dunkin-jersey-city,5814,Fast Food Restaurants,dining
Dunkin' - Kansas City,dunkin-kansas-city,5814,Fast Food Restaurants,dining
Dunkin' - Laredo,dunkin-laredo,5814,Fast Food Restaurants,dining
Dunkin' - Las Vegas,dunkin-las-vegas,5814,Fast Food Restaurants,dining
Dunkin' - Lexington,dunkin-lexington,5814,Fast Food Restaurants,dining
Dunkin' - Lincoln,dunkin-lincoln,5814,Fast Food Restaurants,dining
Dunkin' - Long Beach,dunkin-long-beach,5814,Fast Food Restaurants,dining
Dunkin' - Los Angeles,dunkin-los-angeles,5814,Fast Food Restaurants,dining
Dunkin' - Louisville,dunkin-louisville,5814,Fast Food Restaurants,dining
Dunkin' - Lubbock,dunkin-lubbock,5814,Fast Food Restaurants,dining
Dunkin' - Madison,dunkin-madison,5814,Fast Food Restaurants,dining
Dunkin' - Memphis,dunkin-memphis,5814,Fast Food Restaurants,dining
Dunkin' - Mesa,dunkin-mesa,5814,Fast Food Restaurants,dining
Dunkin' - Milwaukee,dunkin-milwaukee,5814,Fast Food Restaurants,dining
Dunkin' - Minneapolis,dunkin-minneapolis,5814,Fast Food Restaurants,dining
Dunkin' - Nashville,dunkin-nashville,5814,Fast Food Restaurants,dining
Dunkin' - New Orleans,dunkin-new-orleans,5814,Fast Food Restaurants,dining
Dunkin' - New York,dunkin-new-york,5814,Fast Food Restaurants,dining
Dunkin' - Newark,dunkin-newark,5814,Fast Food Restaurants,dining
Dunkin' - Norfolk,dunkin-norfolk,5814,Fast Food Restaurants,dining
Dunkin' - Oklahoma City,dunkin-oklahoma-city,5814,Fast Food Restaurants,dining
Dunkin' - Omaha,dunkin-omaha,5814,Fast Food Restaurants,dining
Dunkin' - Orlando,dunkin-orlando,5814,Fast Food Restaurants,dining
Dunkin' - Philadelphia,dunkin-philadelphia,5814,Fast Food Restaurants,dining
Dunkin' - Phoenix,dunkin-phoenix,5814,Fast Food Restaurants,dining
Dunkin' - Pittsburgh,dunkin-pittsburgh,5814,Fast Food Restaurants,dining
Dunkin' - Plano,dunkin-plano,5814,Fast Food Restaurants,dining
Dunkin' - Portland,dunkin-portland,5814,Fast Food Restaurants,dining
Dunkin' - Raleigh,dunkin-raleigh,5814,Fast Food Restaurants,dining
Dunkin' - Riverside,dunkin-riverside,5814,Fast Food Restaurants,dining
Dunkin' - Sacramento,dunkin-sacramento,5814,Fast Food Restaurants,dining
Dunkin' - San Antonio,dunkin-san-antonio,5814,Fast Food Restaurants,dining
Dunkin' - San Diego,dunkin-san-diego,5814,Fast Food Restaurants,dining
Dunkin' - San Francisco,dunkin-san-francisco,5814,Fast Food Restaurants,dining
Dunkin' - San Jose,dunkin-san-jose,5814,Fast Food Restaurants,dining
Dunkin' - Santa Ana,dunkin-santa-ana,5814,Fast Food Restaurants,dining
Dunkin' - Seattle,dunkin-seattle,5814,Fast Food Restaurants,dining
Dunkin' - St. Louis,dunkin-st-louis,5814,Fast Food Restaurants,dining
Dunkin' - St. Paul,dunkin-st-paul,5814,Fast Food Restaurants,dining
Dunkin' - St. Petersburg,dunkin-st-petersburg,5814,Fast Food Restaurants,dining
Dunkin' - Stockton,dunkin-stockton,5814,Fast Food Restaurants,dining
Dunkin' - Tampa,dunkin-tampa,5814,Fast Food Restaurants,dining
Dunkin' - Toledo,dunkin-toledo,5814,Fast Food Restaurants,dining
Dunkin' - Tucson,dunkin-tucson,5814,Fast Food Restaurants,dining
Dunkin' - Virginia Beach,dunkin-virginia-beach,5814,Fast Food Restaurants,dining
Dunkin' - Washington,dunkin-washington,5814,Fast Food Restaurants,dining
Dunkin' - Winston-Salem,dunkin-winston-salem,5814,Fast Food Restaurants,dining
Duolingo,duolingo,8299,Schools and Educational Services ( Not Elsewhere Classified),education
Dutch Bros Coffee,dutch-bros,5812,Eating places and Restaurants,dining
E-Z Rent-A-Car,e-z-rent-a-car,7512,Car Rental Companies ( Not Listed Below),car_rental
EA Play,ea-play,7994,Video Game Arcades/Establishments,entertainment
Earl of Sandwich,earl-of-sandwich,5812,Eating places and Restaurants,dining
Earls Kitchen + Bar,earls-kitchen-bar,5812,Eating places and Restaurants,dining
Earth Fare,earth-fare,5411,"Grocery Stores, Supermarkets",retail
Eastern Connection,eastern-connection,4215,"Courier Services – Air or Ground, Freight forwarders",transportation
easyJet,easyjet,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
EasyPark,easypark,7523,Automobile Parking Lots and Garages,car_rental
eBay,ebay,5999,Miscellaneous and Specialty Retail Stores,retail
Econo Lodge,econo-lodge,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Eddie V's,eddie-vs,5812,Eating places and Restaurants,dining
Eddie V's Prime Seafood,eddie-vs-prime-seafood,5812,Eating places and Restaurants,dining
Edition Hotels,edition-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
EG America,eg-america,5541,Service Stations ( with or without ancillary services),retail
Eggs Up Grill,eggs-up-grill,5812,Eating places and Restaurants,dining
Eggspectation,eggspectation,5812,Eating places and Restaurants,dining
EgyptAir,egyptair,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Einstein Bros. Bagels,einstein-bros,5812,Eating places and Restaurants,dining
El Bucanero,el-bucanero,5814,Fast Food Restaurants,dining
El Paso Sun Metro,el-paso-sun-metro,4111,"Local/Suburban Commuter Passenger Transportation – Railroads, Feries, Local Water Transportation.",transportation
El Pollo Loco,el-pollo-loco,5812,Eating places and Restaurants,dining
El Super,el-super,5411,"Grocery Stores, Supermarkets",retail
El Torito,el-torito,5812,Eating places and Restaurants,dining
Elder-Beerman,elder-beerman,5311,Department Stores,retail
Electrify America,electrify-america,5541,Service Stations ( with or without ancillary services),retail
Element Hotels,element-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Embassy Suites,embassy-suites,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Emirates,emirates,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Enterprise Rent-A-Car,enterprise,7512,Car Rental Companies ( Not Listed Below),car_rental
Enterprise Rent-A-Car,enterprise-rent-a-car,7512,Car Rental Companies ( Not Listed Below),car_rental
EōS Fitness,es-fitness,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
Epic Burger,epic-burger,5814,Fast Food Restaurants,dining
Epic Games Store,epic-games-store,5816,Digital Goods: Games,digital
Equinox,equinox,7997,"Membership Clubs (Sports, Recreation, Athletic), Country Clubs, and Private Golf Courses",entertainment
ESPN+,espn,4899,Cable and other pay television (previously Cable Services),utilities
ESPN+,espn-plus,5815,"Digital Goods: Media, Books, Movies, Music",digital
Esso,esso,5541,Service Stations ( with or without ancillary services),retail
Ethiopian Airlines,ethiopian-airlines,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Etihad Airways,etihad-airways,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Etsy,etsy,5999,Miscellaneous and Specialty Retail Stores,retail
Europcar,europcar,7512,Car Rental Companies ( Not Listed Below),car_rental
Eurostar,eurostar,4112,Passenger Railways,transportation
Eurowings,eurowings,4511,"Airlines, Air Carriers ( not listed elsewhere)",transportation
Even Hotels,even-hotels,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Everything's A Dollar,everythings-a-dollar,5331,Variety Stores,retail
EVgo,evgo,5541,Service Stations ( with or without ancillary services),retail
Evolve Vacation Rental,evolve-vacation-rental,6513,Real Estate Agents and Managers - Rentals,financial
Expedia,expedia,4722,Travel Agencies and Tour Operations,transportation
Express,express,5621,Women’s Ready-to-Wear Stores,apparel
ExpressVPN,expressvpn,5734,Computer Software Stores,software
Extended Stay America,extended-stay-america,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)",lodging
Exxon,exxon,5541,Service Stations ( with or without ancillary services),retail
Exxon - Albuquerque,exxon-albuquerque,5541,Service Stations ( with or without ancillary services),retail
Exxon - Anaheim,exxon-anaheim,5541,Service Stations ( with or without ancillary services),retail
Exxon - Anchorage,exxon-anchorage,5541,Service Stations ( with or without ancillary services),retail
Exxon - Arlington,exxon-arlington,5541,Service Stations ( with or without ancillary services),retail
Exxon - Atlanta,exxon-atlanta,5541,Service Stations ( with or without ancillary services),retail
Exxon - Aurora,exxon-aurora,5541,Service Stations ( with or without ancillary services),retail
Exxon - Austin,exxon-austin,5541,Service Stations ( with or without ancillary services),retail
Exxon - Bakersfield,exxon-bakersfield,5541,Service Stations ( with or without ancillary services),retail
Exxon - Baltimore,exxon-baltimore,5541,Service Stations ( with or without ancillary services),retail
Exxon - Boston,exxon-boston,5541,Service Stations ( with or without ancillary services),retail
Exxon - Charlotte,exxon-charlotte,5541,Service Stations ( with or without ancillary services),retail
Exxon - Chicago,exxon-chicago,5541,Service Stations ( with or without ancillary services),retail
Exxon - Cincinnati,exxon-cincinnati,5541,Service Stations ( with or without ancillary services),retail
Exxon - Colorado Springs,exxon-colorado-springs,5541,Service Stations ( with or without ancillary services),retail
Exxon - Columbus,exxon-columbus,5541,Service Stations ( with or without ancillary services),retail
Exxon - Corpus Christi,exxon-corpus-christi,5541,Service Stations ( with or without ancillary services),retail
Exxon - Dallas,exxon-dallas,5541,Service Stations ( with or without ancillary services),retail
Exxon - Denver,exxon-denver,5541,Service Stations ( with or without ancillary services),retail
Exxon - El Paso,exxon-el-paso,5541,Service Stations ( with or without ancillary services),retail
Exxon - Fort Worth,exxon-fort-worth,5541,Service Stations ( with or without ancillary services),retail
Exxon - Fresno,exxon-fresno,5541,Service Stations ( with or without ancillary services),retail
Exxon - Honolulu,exxon-honolulu,5541,Service Stations ( with or without ancillary services),retail
Exxon - Houston,exxon-houston,5541,Service Stations ( with or without ancillary services),retail
Exxon - Indianapolis,exxon-indianapolis,5541,Service Stations ( with or without ancillary services),retail
Exxon - Jacksonville,exxon-jacksonville,5541,Service Stations ( with or without ancillary services),retail
Exxon - Kansas City,exxon-kansas-city,5541,Service Stations ( with or without ancillary services),retail
Exxon - Las Vegas,exxon-las-vegas,5541,Service Stations ( with or without ancillary services),retail
Exxon - Lexington,exxon-lexington,5541,Service Stations ( with or without ancillary services),retail
Exxon - Long Beach,exxon-long-beach,5541,Service Stations ( with or without ancillary services),retail
Exxon - Los Angeles,exxon-los-angeles,5541,Service Stations ( with or without ancillary services),retail
Exxon - Louisville,exxon-louisville,5541,Service Stations ( with or without ancillary services),retail
Exxon - Memphis,exxon-memphis,5541,Service Stations ( with or without ancillary services),retail
Exxon - Mesa,exxon-mesa,5541,Service Stations ( with or without ancillary services),retail
Exxon - Milwaukee,exxon-milwaukee,5541,Service Stations ( with or without ancillary services),retail
Exxon - Minneapolis,exxon-minneapolis,5541,Service Stations ( with or without ancillary services),retail
Exxon - Nashville,exxon-nashville,5541,Service Stations ( with or without ancillary services),retail
Exxon - New Orleans,exxon-new-orleans,5541,Service Stations ( with or without ancillary services),retail
Exxon - New York,exxon-new-york,5541,Service Stations ( with or without ancillary services),retail
Exxon - Oklahoma City,exxon-oklahoma-city,5541,Service Stations ( with or without ancillary services),retail
Exxon - Omaha,exxon-omaha,5541,Service Stations ( with or without ancillary services),retail
Exxon - Philadelphia,exxon-philadelphia,5541,Service Stations ( with or without ancillary services),retail
Exxon - Phoenix,exxon-phoenix,5541,Service Stations ( with or without ancillary services),retail
Exxon - Pittsburgh,exxon-pittsburgh,5541,Service Stations ( with or without ancillary services),retail
Exxon - Portland,exxon-portland,5541,Service Stations ( with or without ancillary services),retail
Exxon - Raleigh,exxon-raleigh,5541,Service Stations ( with or without ancillary services),retail
Exxon - Riverside,exxon-riverside,5541,Service Stations ( with or without ancillary services),retail
Exxon - Sacramento,exxon-sacramento,5541,Service Stations ( with or without ancillary services),retail
Exxon - San Antonio,exxon-san-antonio,5541,Service Stations ( with or without ancillary services),retail
Exxon - San Diego,exxon-san-diego,5541,Service Stations ( with or without ancillary services),retail
Exxon - San Francisco,exxon-san-francisco,5541,Service Stations ( with or without ancillary services),retail
Exxon - San Jose,exxon-san-jose,5541,Service Stations ( with or without ancillary services),retail
Exxon - Santa Ana,exxon-santa-ana,5541,Service Stations ( with or without ancillary services),retail
Exxon - Seattle,exxon-seattle,5541,Service Stations ( with or without ancillary services),retail
Exxon - St. Louis,exxon-st-louis,5541,Service Stations ( with or without ancillary services),retail
Exxon - St. Paul,exxon-st-paul,5541,Service Stations ( with or without ancillary services),retail
Exxon - Stockton,exxon-stockton,5541,Service Stations ( with or without ancillary services),retail
Exxon - Tampa,exxon-tampa,5541,Service Stations ( with or without ancillary services),retail
Exxon - Tucson,exxon-tucson,5541,Service Stations ( with or without ancillary services),retail
Exxon - Virginia Beach,exxon-virginia-beach,5541,Service Stations ( with or without ancillary services),retail
Exxon - Washington,exxon-washington,5541,Service Stations ( with or without ancillary services),retail
ExxonMobil,exxonmobil,5541,Service Stations ( with or without ancillary services),retail
